patent_id,patent_type,patent_date,patent_title,year
10005847,utility,2018-06-26,Anti-HER2 glycoantibodies and uses thereof,2018
10005848,utility,2018-06-26,Method of reducing blood glucose by administering RON agonists,2018
10005849,utility,2018-06-26,Process for producing cellulose derivative and cellulose derivative,2018
10005850,utility,2018-06-26,"Use of poly alpha-1,3-glucan ethers as viscosity modifiers",2018
10005851,utility,2018-06-26,Polymerization initiator and radically polymerizable composition containing same,2018
10005852,utility,2018-06-26,Polyisobutylenes and process for making same,2018
10005853,utility,2018-06-26,Phosphonium ionomers comprising pendant vinyl groups and processes for preparing same,2018
10005854,utility,2018-06-26,Functionalized hydrophilic and lubricious polymeric matrix and methods of using same,2018
10005855,utility,2018-06-26,Golf ball resin composition and golf ball using the same,2018
10005856,utility,2018-06-26,Curable composition,2018
10005857,utility,2018-06-26,Functionalized polymer composition,2018
10005858,utility,2018-06-26,Boron-bridged 2-indenyl metallocene complexes for olefin polymerization,2018
10005859,utility,2018-06-26,Procatalyst for polymerization of olefins,2018
10005860,utility,2018-06-26,Catalyst components for the polymerization of olefins,2018
10005861,utility,2018-06-26,Methods for increasing polymer production rates with halogenated hydrocarbon compounds,2018
10005862,utility,2018-06-26,Process for copolymerizing ethylene and esters of vinyl alcohol,2018
10005863,utility,2018-06-26,Processes to form ethylene-based polymers using asymmetrical polyenes,2018
10005864,utility,2018-06-26,"Metallocene compound, catalyst for olefin polymer, method for producing olefin polymer, and olefin polymer",2018
10005865,utility,2018-06-26,Methods for controlling molecular weight and molecular weight distribution,2018
10005866,utility,2018-06-26,Betaine-based shape memory polymer and preparation method thereof,2018
10005867,utility,2018-06-26,Modified polyvinyl alcohol and process for producing the same,2018
10005868,utility,2018-06-26,Resist composition and patterning process using the same,2018
10005869,utility,2018-06-26,Polymerisation initiators,2018
10005870,utility,2018-06-26,"Crosslinked polymers prepared from functional monomers having imidazolium, pyridinium, aryl-substituted urea or aryl-substituted thiourea groups and uses thereof",2018
10005871,utility,2018-06-26,Process of preparing an emulsion containing core-sheath-shell polymer particles,2018
10005872,utility,2018-06-26,"Active energy ray-curable composition, active energy ray-curable printing ink using same, and printed matter",2018
10005873,utility,2018-06-26,Structured block copolymers,2018
10005874,utility,2018-06-26,Block copolymers including high vinyl segments,2018
10005875,utility,2018-06-26,Co-polymer polyol,2018
10005876,utility,2018-06-26,Polyurethane-based binder dispersion,2018
10005877,utility,2018-06-26,Polyurethane pultrusion formulations for the production of articles with improved coating adhesion and articles produced therefrom,2018
10005878,utility,2018-06-26,"Process to produce a polyolefin reactive telechelic pre-polymer, polyolefin reactive telechelic pre-polymers and crosslinked elastomers and high molecular weight elastomers",2018
10005879,utility,2018-06-26,Method for producing an organic semiconductor device,2018
10005880,utility,2018-06-26,Engineered strain of Escherichia coli for production of poly-R-3-hydroxyalkanoate polymers with defined monomer unit composition and methods based thereon,2018
10005881,utility,2018-06-26,"Wavelength-converting polymers, method for fabricating the same, and wavelength-converting devices employing the same",2018
10005882,utility,2018-06-26,"Method for preparing modified biodegradable polylmer, modified biodegradable polymer prepared therefrom, and biodegradable stent using the same",2018
10005883,utility,2018-06-26,Shape memory polymers and methods of making and use thereof,2018
10005884,utility,2018-06-26,"Methods for purifying 2-aryl-3,3-bis(hydroxyaryl)phthalimidines",2018
10005885,utility,2018-06-26,"Polymer powder with polyamide, use in a shaping process, and moldings produced from this polymer powder",2018
10005886,utility,2018-06-26,Hydroxide-stable ionenes,2018
10005887,utility,2018-06-26,Mobile electronic devices made of low-chlorine aromatic polysulfones,2018
10005888,utility,2018-06-26,Fluororubber molded article,2018
10005889,utility,2018-06-26,Fishing rod with enhanced tactile response,2018
10005890,utility,2018-06-26,Polyester film and envelope,2018
10005891,utility,2018-06-26,Polymer films,2018
10005892,utility,2018-06-26,Method for producing devulcanized rubber and an apparatus therefor,2018
10005893,utility,2018-06-26,"Rubber composition for tire, and pneumatic tire",2018
10005894,utility,2018-06-26,"Plasticiser compositions comprising gelification accelerators based on ester(s) of 1,4 : 3,6-dianhydrohexitol having low molar weight",2018
10005895,utility,2018-06-26,Cross-linked rubber product,2018
10005896,utility,2018-06-26,"Rubber comprised of product of diene-based elastomer, branched polyethylenimine oligomer and reinforcing filler, and tire with component",2018
10005898,utility,2018-06-26,Polypropylene compound with improved optical property and gel level,2018
10005899,utility,2018-06-26,"Blends of poly(vinyl acetal) resins for compositions, layers, and interlayers having enhanced optical properties",2018
10005900,utility,2018-06-26,"Polymer compositions comprising cross-linked polymers comprising boronic ester functions enabling exchange reactions, process for preparing them and their use",2018
10005901,utility,2018-06-26,"Resin composition for sealing electrical electronic parts, method of producing electrical electronic parts, and sealed electrical electronic parts",2018
10005902,utility,2018-06-26,"Compatibilized compositions, articles formed therefrom, and methods of manufacture thereof",2018
10005903,utility,2018-06-26,Compositions and articles of manufacture containing branched polycarbonate,2018
10005904,utility,2018-06-26,"Self-levelling, anhydrous coating materials for floor surfaces",2018
10005905,utility,2018-06-26,"Molding material, prepreg, fiber-reinforced composite material, fiber-reinforced composite material laminate, and process for production of fiber-reinforced molding base material",2018
10005906,utility,2018-06-26,"Curable silicone composition, and optical semiconductor device",2018
10005907,utility,2018-06-26,Selection and blending of feeds for asphalt manufacture,2018
10005908,utility,2018-06-26,Methine-substituted cyanine dye compounds,2018
10005909,utility,2018-06-26,Metal azo pigments,2018
10005910,utility,2018-06-26,Organic/inorganic composite filler and manufacturing method therefor,2018
10005911,utility,2018-06-26,"Curable composition for printed wiring board, and cured coating and printed wiring board using same",2018
10005912,utility,2018-06-26,Inorganic chromium-free metal surface treatment agent,2018
10005913,utility,2018-06-26,Fire-protection composition and use thereof,2018
10005914,utility,2018-06-26,Highly conductive polymer film compositions from nanoparticle induced phase segregation of counterion templates from conducting polymers,2018
10005915,utility,2018-06-26,High-stretch energy curable inks and method of use in heat transfer label applications,2018
10005916,utility,2018-06-26,Aqueous resin based inkjet inks,2018
10005917,utility,2018-06-26,Non-fluorinated water-based superhydrophobic compositions,2018
10005918,utility,2018-06-26,Primer coating for metallized gas barrier films,2018
10005919,utility,2018-06-26,Curable elastomer compositions with low temperature sealing capability,2018
10005920,utility,2018-06-26,"Polymer composition having photoalignable group, liquid crystal alignment film formed of the polymer composition, and optical device having phase difference plate formed of the liquid crystal alignment film",2018
10005921,utility,2018-06-26,Coating composition with improved liquid stain repellency and process for making the same,2018
10005922,utility,2018-06-26,"Active ray-curable composition, and active ray-curable inkjet printing ink composition and active ray-curable adhesive composition using the same",2018
10005923,utility,2018-06-26,"Coating material compositions and coatings produced therefrom, and use thereof",2018
10005924,utility,2018-06-26,Transparent adhesive sheet,2018
10005925,utility,2018-06-26,Articles with thin melt coatings and methods for making same,2018
10005926,utility,2018-06-26,Sewing-free hot melt adhesive TPU leather and preparation method thereof,2018
10005927,utility,2018-06-26,Thermally conductive flexible adhesive for aerospace applications,2018
10005928,utility,2018-06-26,Adhesive composition and display device,2018
10005929,utility,2018-06-26,"Aqueous adhesive composition based on polyaldehyde and 2,2′,4,4′-tetrahydroxydiphenyl sulphide",2018
10005930,utility,2018-06-26,Pendant epoxide polymers and methods of treating subterranean formations,2018
10005931,utility,2018-06-26,Adhesive formulations for carpets,2018
10005932,utility,2018-06-26,Glue-bonded multi-ply absorbent sheet and polyvinyl alcohol ply bonding adhesive,2018
10005933,utility,2018-06-26,Display device,2018
10005934,utility,2018-06-26,Extrudable adhesive formulations containing olefin block copolymers,2018
10005935,utility,2018-06-26,Adhesive for rubber bonding,2018
10005936,utility,2018-06-26,Photoactive bioadhesive compositions,2018
10005937,utility,2018-06-26,Resin composition,2018
10005938,utility,2018-06-26,Thermosensitive adhesive,2018
10005939,utility,2018-06-26,Non-azeotropic refrigerant for extremely low temperature,2018
10005940,utility,2018-06-26,"Composition containing mixture of fluorinated hydrocarbons, and method for producing same",2018
10005941,utility,2018-06-26,Flexible phase change material composite for thermal management systems,2018
10005942,utility,2018-06-26,Thermal insulation coating composition and thermal insulation coating layer,2018
10005943,utility,2018-06-26,Heat-dissipating sheet having high thermal conductivity and its production method,2018
10005944,utility,2018-06-26,Power transmission including silica-coated metal particle,2018
10005945,utility,2018-06-26,Drilling fluid adjusting agent and drilling fluid using the same,2018
10005946,utility,2018-06-26,High-temperature cross-linking deep-well drilling fluid and preparation method thereof,2018
10005947,utility,2018-06-26,Modified hydrocarbon resins as fluid loss additives,2018
10005948,utility,2018-06-26,Methods and compositions for use in oil and/or gas wells,2018
10005949,utility,2018-06-26,Cement compositions and methods utilizing nano-hydraulic cement,2018
10005950,utility,2018-06-26,Methods and systems for removing geothermal scale,2018
10005951,utility,2018-06-26,Resin composition for treatment of a subterranean formation,2018
10005952,utility,2018-06-26,Hydrofluoric acidizing compositions for subsea riser systems and modulating agent for hydrofluoric acidizing composition,2018
10005953,utility,2018-06-26,"Shape memory polymer proppants, methods of making shape memory polymer proppants for application in hydraulic fracturing treatments",2018
10005954,utility,2018-06-26,Plant extracted oil based polyepoxy resin composition for improved performance of natural sand placed in fracture,2018
10005955,utility,2018-06-26,Foamed chelating agent treatment fluids for use in subterranean matrix stimulations and subterranean and surface cleanout operations,2018
10005956,utility,2018-06-26,"Compositions, articles, and methods for down-converting light and other applications",2018
10005957,utility,2018-06-26,"Porous graphene, graphene quantum dot and green preparation method for porous graphene and graphene quantum dot",2018
10005958,utility,2018-06-26,Polyurethane-based UV absorber,2018
10005959,utility,2018-06-26,Liquid crystal composition having negative dielectric anisotropy and display device thereof,2018
10005960,utility,2018-06-26,Composition and polarizing film,2018
